ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside
1004,freeform,/m/0ytgt,1,0.4325,0.46625,0.4133333333333333,0.5633333333333334,0,0,0,0,0
1005,freeform,/m/06ht1,1,0.0,0.9970414201183432,0.0,1.0,0,0,0,0,0
1014,freeform,/m/06ht1,1,0.0,0.99875,0.0,1.0,0,0,0,0,0
1015,freeform,/m/09j2d,1,0.73,0.76875,0.4044943820224719,0.4831460674157304,0,0,0,0,0
1020,freeform,/m/02wbm,1,0.8436213991769548,0.9197530864197532,0.19444444444444445,0.22376543209876545,0,0,0,0,0
1032,freeform,/m/03w7y7,1,0.1225,0.2675,0.8516666666666667,0.97,0,0,0,0,0
1032,freeform,/m/03w7y7,1,0.13125,0.255,0.6333333333333333,0.7783333333333333,0,0,0,0,0
1032,freeform,/m/03w7y7,1,0.465,0.725,0.7866666666666666,0.9966666666666668,0,0,0,0,0
1032,freeform,/m/03w7y7,1,0.22,0.36125,0.7166666666666667,0.8266666666666667,0,0,0,0,0
1033,freeform,/m/02wv6th,1,0.0,0.9984615384615384,0.0,0.9979423868312756,0,0,0,0,0
1033,freeform,/m/03p1r4,1,0.20461538461538464,0.31384615384615383,0.6646090534979424,0.7777777777777778,0,0,0,0,0
1034,freeform,/m/02wbm,1,0.0,0.998,0.013333333333333334,0.456,0,0,0,0,0
1035,freeform,/m/052lwg6,1,0.2,0.35200000000000004,0.7759999999999999,0.8613333333333333,0,0,0,0,0
1035,freeform,/m/02wbm,1,0.512,0.568,0.168,0.20800000000000002,0,0,0,0,0
1036,freeform,/m/02wbm,1,0.67,0.7559999999999999,0.7648809523809523,0.8452380952380952,0,0,0,0,0
1036,freeform,/m/02wbm,1,0.614,0.6679999999999999,0.7619047619047619,0.8363095238095238,0,0,0,0,0
1036,freeform,/m/02wbm,1,0.804,0.982,0.9196428571428572,0.9970238095238096,0,0,0,0,0
1036,freeform,/m/02wbm,1,0.628,0.78,0.6726190476190477,0.7619047619047619,0,0,0,0,0
1037,freeform,/m/0dv34,1,0.312,0.812,0.7255936675461742,0.8707124010554089,0,0,0,0,0
1039,freeform,/m/052lwg6,1,0.85,0.924,0.6213333333333333,0.6826666666666666,0,0,0,0,0
1039,freeform,/m/02wbm,1,0.08800000000000001,0.24600000000000002,0.5973333333333334,0.6986666666666667,0,0,0,0,0
1040,freeform,/m/06h2ct,1,0.0,0.99875,0.14833333333333334,0.9983333333333332,0,0,0,0,0
1042,freeform,/m/06rrc,1,0.14964788732394366,0.19718309859154928,0.9272300469483568,0.9624413145539906,0,0,0,0,0
1042,freeform,/m/06rrc,1,0.2517605633802817,0.29577464788732394,0.9178403755868544,0.9577464788732394,0,0,0,0,0
1043,freeform,/m/02wbm,1,0.258,0.39399999999999996,0.6530612244897959,0.760932944606414,0,0,0,0,0
1043,freeform,/m/02wbm,1,0.638,0.9,0.7842565597667639,0.9650145772594751,0,0,0,0,0
1045,freeform,/m/06ht1,1,0.0,0.99875,0.0,0.9981132075471698,0,0,0,0,0
1046,freeform,/m/020p1v,1,0.025,0.05625,0.51875,0.6520833333333333,0,0,0,0,0
1046,freeform,/m/020p1v,1,0.1375,0.1609375,0.49375,0.6229166666666667,0,0,0,0,0
1046,freeform,/m/020p1v,1,0.8984375,0.9375,0.65,0.85,0,0,0,0,0
1047,freeform,/m/09j2d,1,0.2771883289124669,0.5915119363395226,0.5404040404040404,0.7996632996632996,0,0,0,0,0
1050,freeform,/m/0lqk,1,0.6770833333333334,0.7994791666666666,0.345703125,0.966796875,0,0,0,0,0
1050,freeform,/m/0lqk,1,0.4973958333333333,0.5533854166666666,0.107421875,0.396484375,0,0,0,0,0
1050,freeform,/m/0lqk,1,0.3333333333333333,0.4361979166666667,0.25,0.923828125,0,0,0,0,0
1050,freeform,/m/0lqk,1,0.09114583333333333,0.19010416666666666,0.392578125,0.90234375,0,0,0,0,0
1050,freeform,/m/0lqk,1,0.58984375,0.6953125,0.275390625,0.95703125,0,0,0,0,0
1050,freeform,/m/0lqk,1,0.2421875,0.34375,0.349609375,0.912109375,0,0,0,0,0
1052,freeform,/m/0lqk,1,0.5752808988764045,0.6157303370786517,0.6966666666666667,0.8533333333333334,0,0,0,0,0
1058,freeform,/m/06ht1,1,0.0,0.9985163204747776,0.0,0.9981718464351006,0,0,0,0,0
1059,freeform,/m/02_58j,1,0.0,0.99625,0.0,0.9924953095684804,0,0,0,0,0
1060,freeform,/m/02_58j,1,0.0,0.9983922829581994,0.0,0.9982078853046596,0,0,0,0,0
1060,freeform,/m/06ht1,1,0.0,0.9983922829581994,0.16308243727598568,0.9874551971326164,0,0,0,0,0
1062,freeform,/m/02_58j,1,0.0,0.99860529986053,0.0,0.99875,0,0,0,0,0
1065,freeform,/m/02_58j,1,0.005,0.99625,0.00176678445229682,0.9946996466431096,0,0,0,0,0
1069,freeform,/m/02wbm,1,0.7718579234972678,0.8292349726775956,0.5846994535519126,0.6120218579234973,0,0,0,0,0
1073,freeform,/m/06ht1,1,0.0,0.99375,0.005,0.9983333333333332,0,0,0,0,0
1079,freeform,/m/06ht1,1,0.0,0.9966666666666668,0.0,0.9975,0,0,0,0,0
1088,freeform,/m/06rrc,1,0.635,0.7,0.6675,0.70875,0,0,0,0,0
1091,freeform,/m/06rrc,1,0.25140712945590993,0.2851782363977486,0.4975,0.645,0,0,0,0,0
1091,freeform,/m/06rrc,1,0.3621013133208255,0.450281425891182,0.6675,0.8225,0,0,0,0,0
1091,freeform,/m/06rrc,1,0.17636022514071295,0.28142589118198874,0.4025,0.635,0,0,0,0,0
1094,freeform,/m/06rrc,1,0.4578125,0.5171875,0.85625,0.9270833333333334,0,0,0,0,0
1099,freeform,/m/0dmq2,1,0.3246376811594203,0.44782608695652176,0.6623093681917211,0.7995642701525054,0,0,0,0,0
1100,freeform,/m/06ht1,1,0.015625,0.9953125,0.0125,0.9833333333333332,0,0,0,0,0
1101,freeform,/m/06ht1,1,0.0015625,0.9984375,0.0,0.994140625,0,0,0,0,0
1103,freeform,/m/04hyxm,1,0.0,0.9975,0.0,0.9883333333333332,0,0,0,0,0
1104,freeform,/m/04hyxm,1,0.0,0.99875,0.0,0.9983333333333332,0,0,0,0,0
1106,freeform,/m/06ht1,1,0.0,0.99875,0.0,0.9983361064891848,0,0,0,0,0
1107,freeform,/m/06rrc,1,0.58125,0.6,0.5645933014354066,0.6092503987240829,0,0,0,0,0
1107,freeform,/m/06rrc,1,0.6,0.61875,0.5629984051036683,0.6092503987240829,0,0,0,0,0
1107,freeform,/m/06rrc,1,0.6225,0.64125,0.5725677830940988,0.6092503987240829,0,0,0,0,0
1107,freeform,/m/06rrc,1,0.6425,0.6625,0.5725677830940988,0.6092503987240829,0,0,0,0,0
1107,freeform,/m/06rrc,1,0.585,0.60125,0.6220095693779905,0.6523125996810207,0,0,0,0,0
1107,freeform,/m/06rrc,1,0.60375,0.62125,0.6220095693779905,0.6507177033492823,0,0,0,0,0
1107,freeform,/m/06rrc,1,0.625,0.645,0.6204146730462521,0.6523125996810207,0,0,0,0,0
1107,freeform,/m/06rrc,1,0.64375,0.66375,0.6204146730462521,0.6523125996810207,0,0,0,0,0
1107,freeform,/m/06rrc,1,0.58375,0.60125,0.6650717703349283,0.6985645933014354,0,0,0,0,0
1107,freeform,/m/06rrc,1,0.6025,0.61875,0.6634768740031898,0.6985645933014354,0,0,0,0,0
1109,freeform,/m/04hyxm,1,0.0,0.99875,0.0016666666666666668,0.9966666666666668,0,0,0,0,0
1118,freeform,/m/02wbm,1,0.634,0.708,0.20266666666666666,0.3973333333333333,0,0,0,0,0
1118,freeform,/m/089mxq,1,0.462,0.494,0.5253333333333333,0.632,0,0,0,0,0
1118,freeform,/m/089mxq,1,0.442,0.46,0.5253333333333333,0.6213333333333333,0,0,0,0,0
1129,freeform,/m/08hhz2,1,0.525,0.59375,0.49375,0.5604166666666667,0,0,0,0,0
