ImageID,Source,LabelName,Confidence
0040009ad56c2bc2,verification,/m/0463sg,1
00437aa0ab4abf9d,verification,/m/04rky,0
00437aa0ab4abf9d,verification,/m/05s2s,0
004545770f4770c7,verification,/m/02wbm,0
004545770f4770c7,verification,/m/05s2s,0
0047534bb816eb48,verification,/m/05s2s,0
00493fdf106b5fdf,verification,/m/04rky,1
004a30a1ca460088,verification,/m/02wbm,0
004a9412eb1a83e8,verification,/m/05s2s,0
004a9ec75eca5910,verification,/m/02wbm,0
004a9ec75eca5910,verification,/m/05s2s,0
004dd2ac922baf98,verification,/m/04rky,0
004dd2ac922baf98,verification,/m/09j2d,1
004e21eb2e686f40,verification,/m/0284d,0
004e21eb2e686f40,verification,/m/02wbm,1
004e21eb2e686f40,verification,/m/052lwg6,1
004fff593a179654,verification,/m/05s2s,1
0052ea56ee869426,verification,/m/05y5lj,1
00575b9132bb3746,verification,/m/02p0tk3,1
00575b9132bb3746,verification,/m/09j2d,1
00575b9132bb3746,verification,/m/05y5lj,1
0060dfb7f9a468b5,verification,/m/04rky,1
00627adda9a83f9d,verification,/m/04rky,0
00627adda9a83f9d,verification,/m/05s2s,1
006389262f7ba7f1,verification,/m/052lwg6,1
006389262f7ba7f1,crowdsource-verification,/m/02wbm,1
0064b73c505e39e3,verification,/m/02p0tk3,1
0064b73c505e39e3,verification,/m/09j2d,1
0065e1098f7a353b,verification,/m/02p0tk3,1
0065e1098f7a353b,verification,/m/04rky,0
0065e1098f7a353b,verification,/m/05s2s,1
0065e1098f7a353b,verification,/m/07k1x,0
0065e1098f7a353b,verification,/m/09j2d,1
0069e8be6d4f66f0,verification,/m/0284d,0
0069e8be6d4f66f0,verification,/m/052lwg6,1
0069e8be6d4f66f0,crowdsource-verification,/m/02wbm,1
006c8ac9b5e6906a,verification,/m/02wbm,0
00714f9e7d062900,verification,/m/04rky,0
00770ee8f5ad87ef,verification,/m/05y5lj,1
0077e1cc5010e074,verification,/m/05s2s,0
00786681a5cb1086,verification,/m/04rky,0
00786681a5cb1086,verification,/m/02wbm,0
00786681a5cb1086,verification,/m/05s2s,1
007f71665b0812a7,verification,/m/05s2s,0
0081f359f925712e,verification,/m/05y5lj,1
0082b95745cb8ed5,verification,/m/05s2s,1
00846fb55a143fbe,verification,/m/04rky,0
00846fb55a143fbe,verification,/m/09j2d,0
00876549dfcbcbad,verification,/m/05s2s,1
00902c56bdcf10b6,verification,/m/05s2s,0
00902c56bdcf10b6,verification,/m/02wbm,0
0098755e846b745b,verification,/m/02wbm,1
0098755e846b745b,verification,/m/05s2s,1
00991ee13e849b07,verification,/m/02p0tk3,0
00991ee13e849b07,verification,/m/04rky,1
009be28128a2bb65,verification,/m/05s2s,1
009be28128a2bb65,verification,/m/09j2d,0
009dfe7e81b732cb,verification,/m/05s2s,0
009dfe7e81b732cb,verification,/m/02wbm,0
009ed9b2c12b097b,verification,/m/0mcx2,0
00a0b916fd5941a3,verification,/m/05s2s,1
00a159a661a2f5aa,verification,/m/09j2d,1
00a1f2a6e7f78ac5,verification,/m/08dz3q,1
00a300e8b0cef4d3,verification,/m/05s2s,1
00a3654c1cf00d11,verification,/m/02p0tk3,1
00a3654c1cf00d11,verification,/m/09j2d,1
00a42a80e5e8d194,verification,/m/09j2d,1
00a72fa141918070,verification,/m/05s2s,0
00a7655d4eabf186,verification,/m/02p0tk3,1
00a7655d4eabf186,verification,/m/04rky,1
00a7655d4eabf186,verification,/m/05y5lj,1
00a7655d4eabf186,verification,/m/09j2d,1
00abfe9035972732,verification,/m/04rky,0
00abfe9035972732,verification,/m/05s2s,0
00ac70478d4727bf,verification,/m/02wbm,0
00ac70478d4727bf,verification,/m/052lwg6,1
00ac70478d4727bf,verification,/m/05s2s,0
00b0cb1fcb463c04,verification,/m/04rky,0
00b0cb1fcb463c04,verification,/m/05s2s,1
00b0cb1fcb463c04,verification,/m/08dz3q,1
00b29a6f872b1e1d,crowdsource-verification,/m/02wbm,1
00b29a6f872b1e1d,verification,/m/05s2s,0
00b3ad28957f7768,verification,/m/02wbm,0
00b3ad28957f7768,verification,/m/05s2s,0
00b4064b073e51f3,verification,/m/02wbm,0
00b4064b073e51f3,verification,/m/05s2s,0
00b4064b073e51f3,verification,/m/09j2d,1
00b562abdf5766d3,verification,/m/09j2d,0
00b9f24a5a9f3f7b,verification,/m/01ww8y,0
00bcc6e639a97904,verification,/m/08dz3q,1
00bdb008eb688497,verification,/m/04rky,1
00bdeda311caf18d,verification,/m/05s2s,0
00c5be8db0e25f5e,verification,/m/04rky,0
00c5be8db0e25f5e,verification,/m/05s2s,1
00c6c3288773471d,verification,/m/02wbm,1
00c6c3288773471d,verification,/m/052lwg6,1
00c710176e9c2996,verification,/m/09j2d,1
00c73a28068f9b33,verification,/m/04rky,1
00c8021c1a929d5d,verification,/m/02p0tk3,0
00c8021c1a929d5d,verification,/m/09j2d,1
00c8ef9bf591f4fb,verification,/m/05s2s,0
00ccda615ec9731d,verification,/m/02wbm,1
00cd12b9ee1905a7,verification,/m/08dz3q,1
00cdf56c63191fd3,verification,/m/09j2d,1
00cdf56c63191fd3,verification,/m/02p0tk3,1
00cfb039bd7f1eaf,verification,/m/05s2s,1
00d0784767622295,verification,/m/02wbm,0
00d0784767622295,verification,/m/05s2s,1
00d3653a790b5fba,verification,/m/04rky,1
00d962525f1ea4e7,verification,/m/02p0tk3,0
00d962525f1ea4e7,verification,/m/04rky,0
00d962525f1ea4e7,verification,/m/09j2d,0
00d962525f1ea4e7,verification,/m/05s2s,1
00db41a79f8def5b,verification,/m/04rky,1
00dc0530e6779ca6,verification,/m/09j2d,1
00dd0e03accfc071,verification,/m/02p0tk3,1
00dd0e03accfc071,verification,/m/09j2d,0
00e0a53e14bf2447,verification,/m/02wbm,1
00e65d13159b498b,verification,/m/02p0tk3,1
00e65d13159b498b,verification,/m/09j2d,1
00e71a70a2f669ff,verification,/m/02wbm,0
00e71a70a2f669ff,verification,/m/05s2s,0
00e8e1122ed9f31c,verification,/m/09j2d,1
00e9084d1bc8e0ea,verification,/m/09j2d,1
00e9084d1bc8e0ea,verification,/m/05y5lj,1
00eb69293aa4c5b7,verification,/m/09j2d,1
00ecc67a6c3a048c,verification,/m/04rky,1
00f2a6588b75b6ac,crowdsource-verification,/m/02wbm,1
00f5e32f28fc420e,verification,/m/02p0tk3,0
00f5e32f28fc420e,verification,/m/04rky,1
00fcc4c5d0dd04c4,verification,/m/02wbm,1
00fd93edd4717826,verification,/m/02wbm,0
00fd93edd4717826,verification,/m/0463sg,1
00fd93edd4717826,verification,/m/05s2s,0
00fd93edd4717826,verification,/m/09j2d,1
00fe1cf6d7237787,verification,/m/02wbm,1
00fe64cf0eedb1cb,verification,/m/04rky,0
010267b65baaf1bd,verification,/m/02p0tk3,0
01039e3a5c729020,verification,/m/04rky,1
0104146c74de8719,verification,/m/04rky,1
010c94fc3baef214,verification,/m/04rky,1
010d42acb7498094,verification,/m/04rky,1
010d9a7f0d2e0622,verification,/m/09j2d,1
01125dd72c09cc5a,verification,/m/02p0tk3,1
01125dd72c09cc5a,verification,/m/04rky,1
01125dd72c09cc5a,verification,/m/09j2d,1
011417767312812e,verification,/m/02p0tk3,1
0116632f904277c7,verification,/m/02p0tk3,1
0116632f904277c7,verification,/m/04rky,1
0116632f904277c7,verification,/m/09j2d,1
01173219f4e54c35,verification,/m/05y5lj,0
0117384aefaba521,crowdsource-verification,/m/02wbm,1
0117384aefaba521,verification,/m/01ww8y,1
0117384aefaba521,verification,/m/052lwg6,1
0118c9c3bb046cb1,verification,/m/05s2s,0
0118c9c3bb046cb1,verification,/m/09j2d,0
011c4d72277d3edb,verification,/m/09j2d,0
012360962fa706f8,verification,/m/04rky,1
0124faec67465fe5,verification,/m/05s2s,1
01277c0c1623035f,crowdsource-verification,/m/02wbm,1
0128080be1b488d7,verification,/m/04rky,0
012bfb1d9f9afc48,verification,/m/02p0tk3,1
012bfb1d9f9afc48,verification,/m/04rky,1
012d78d2d7de4e10,verification,/m/02p0tk3,0
012dc31b561d4214,verification,/m/02p0tk3,1
0130e64e29057ede,verification,/m/0463sg,0
0130e64e29057ede,verification,/m/04rky,0
0130e64e29057ede,verification,/m/05s2s,0
0133f1385b13e8bf,verification,/m/05s2s,0
013554a90a299304,verification,/m/02wbm,0
013554a90a299304,verification,/m/05s2s,0
0136f7c2e62f46ca,verification,/m/01_bhs,1
0136f7c2e62f46ca,verification,/m/01ww8y,1
0136f7c2e62f46ca,crowdsource-verification,/m/02wbm,1
013a1c3dd211f9e7,verification,/m/04rky,0
013a1c3dd211f9e7,verification,/m/05s2s,0
013a1c3dd211f9e7,verification,/m/012074,1
013b99371484d3d5,verification,/m/04rky,1
013e4b54ccdf22aa,verification,/m/02p0tk3,1
013e4b54ccdf22aa,verification,/m/09j2d,1
01408d986127ece3,verification,/m/04rky,1
01408d986127ece3,verification,/m/05s2s,1
0142a4085f970f1f,verification,/m/05s2s,1
01439d37d272cf17,verification,/m/04rky,1
01463f5494340d3d,verification,/m/04rky,0
01472ac056cd787e,verification,/m/052lwg6,0
0148fb9a454a9bd0,verification,/m/05s2s,1
01491bf840ae9939,verification,/m/02p0tk3,1
01491bf840ae9939,verification,/m/05s2s,0
01491bf840ae9939,verification,/m/09j2d,1
014d85b26445629d,verification,/m/09j2d,1
0150f50d412837f1,verification,/m/02wbm,0
01515554f0b1dd46,verification,/m/02p0tk3,1
0152e9e59ca4897b,verification,/m/05s2s,1
01530b00dac46d02,verification,/m/04rky,0
01530b00dac46d02,verification,/m/08dz3q,0
01530b00dac46d02,verification,/m/09j2d,0
0153285f283a6f96,verification,/m/01_bhs,0
0153285f283a6f96,verification,/m/01ww8y,0
0153285f283a6f96,verification,/m/04rky,0
01585331c93c424e,verification,/m/02p0tk3,1
015b32cb4975e12f,verification,/m/09j2d,1
015b32cb4975e12f,verification,/m/04rky,1
015da7bf2a2f1c14,verification,/m/04rky,1
015e61926adf5396,verification,/m/05s2s,1
015e65bb33ee3e0e,verification,/m/04rky,1
015f5cd905204962,verification,/m/09j2d,1
015f696931603246,verification,/m/02p0tk3,0
015f696931603246,verification,/m/04rky,0
015f696931603246,verification,/m/02wbm,1
01617468bcecaf90,verification,/m/05s2s,1
0166e138d3ec8b6d,verification,/m/05s2s,0
0166e138d3ec8b6d,verification,/m/09j2d,0
016b7e5c231d8ac5,verification,/m/04rky,0
016b7e5c231d8ac5,verification,/m/05s2s,1
0172351a70034840,verification,/m/08dz3q,1
01738a211813f84e,verification,/m/09j2d,0
01756a5b593e1de1,verification,/m/0463sg,1
01756a5b593e1de1,verification,/m/09j2d,1
0175f160ca091e7e,verification,/m/09j2d,1
0177ba1593d54279,verification,/m/05y5lj,0
0177ba1593d54279,verification,/m/09j2d,1
0179fac2e0daffb6,verification,/m/05s2s,1
017b690dbb7552db,verification,/m/09j2d,1
017f7b9e23d7c908,verification,/m/04rky,1
0180e1bbb7a3bfa4,crowdsource-verification,/m/02wbm,1
0182bd2e43596b71,verification,/m/02p0tk3,1
0184baf825ec97f5,verification,/m/05s2s,1
01877d79c356fad3,verification,/m/09j2d,1
01877d79c356fad3,verification,/m/05y5lj,1
018d4a117c1d7e16,verification,/m/0463sg,1
018d4a117c1d7e16,verification,/m/05y5lj,1
018d4a117c1d7e16,verification,/m/09j2d,1
0191b92699ed127b,verification,/m/05s2s,1
019395373d75e44a,verification,/m/03bj1,0
019395373d75e44a,verification,/m/04rky,1
01978426b8db3c45,verification,/m/05s2s,1
0197df7725980004,verification,/m/09j2d,1
019a3600765cea1e,verification,/m/02p0tk3,0
019c9cd389f55dc6,verification,/m/0463sg,0
019e5df10a052b49,verification,/m/02p0tk3,1
019e5df10a052b49,verification,/m/04rky,0
01a249386ca6971c,verification,/m/05s2s,0
01a249386ca6971c,verification,/m/02wbm,1
01a2b161a5937ac0,verification,/m/05s2s,1
01a6c89f9885d483,verification,/m/09j2d,1
01ab773186c630c4,verification,/m/05y5lj,1
01ada3c0d980be5e,verification,/m/09j2d,1
01af23ee80b202f8,verification,/m/01_bhs,1
01af23ee80b202f8,verification,/m/01ww8y,1
01af23ee80b202f8,verification,/m/02wbm,1
01b187eac8b7b42d,verification,/m/09j2d,1
01b4f093f795747b,verification,/m/04rky,0
01b4f093f795747b,verification,/m/09j2d,1
01b9021aa05e6e46,verification,/m/04rky,0
01bac85f962c2ff5,verification,/m/04rky,1
01bbd516e7a1f404,verification,/m/04rky,0
01bd4bab4175a966,verification,/m/04rky,0
01bd4bab4175a966,verification,/m/05s2s,1
01c752bda09f3e9e,verification,/m/05s2s,0
01c752bda09f3e9e,verification,/m/04rky,1
01c79b8cc239037d,verification,/m/02p0tk3,1
01c9c7321fe8e116,verification,/m/02p0tk3,1
01c9c7321fe8e116,verification,/m/04rky,0
01cc041f0962d41c,verification,/m/02p0tk3,0
01cc041f0962d41c,verification,/m/04rky,0
01cc041f0962d41c,verification,/m/012074,0
01ce6a0b84b8ab22,verification,/m/04rky,1
01ce6a0b84b8ab22,verification,/m/05s2s,1
01ce6a0b84b8ab22,verification,/m/05y5lj,1
01d35b63ca69b9b2,verification,/m/02wbm,1
01d3f288a218cad7,verification,/m/05s2s,1
01d430b8e65ee981,verification,/m/04rky,1
01d715f1c31014df,verification,/m/06c7f7,0
01d715f1c31014df,verification,/m/09j2d,1
01dc49e587b180a4,verification,/m/04rky,1
01dc49e587b180a4,verification,/m/09j2d,1
01dc49e587b180a4,crowdsource-verification,/m/02wbm,1
01de9381fb29fb25,verification,/m/09j2d,0
01e30a3f0668d33e,verification,/m/052lwg6,1
01e30a3f0668d33e,verification,/m/02wbm,1
01e3bcb7d22efc25,verification,/m/04rky,1
01e3bcb7d22efc25,verification,/m/05s2s,0
01e714e8fbbc0d0c,verification,/m/04rky,1
01ea320ef06b522d,verification,/m/04rky,0
01ea320ef06b522d,verification,/m/05s2s,0
01eaa89b375cf87a,verification,/m/05s2s,1
01eaa89b375cf87a,verification,/m/02wbm,0
01edc8b3d6663d93,verification,/m/04rky,0
01ee42781d6ac0bc,verification,/m/04rky,0
01eeeccf29b85fa0,verification,/m/05s2s,0
01eeeccf29b85fa0,verification,/m/05y5lj,1
01efbf5e3fc24f36,verification,/m/01ww8y,1
01efbf5e3fc24f36,verification,/m/02wbm,0
01efbf5e3fc24f36,verification,/m/052lwg6,1
01f26ca52e27a8d9,verification,/m/09j2d,1
01f48058ba6bf22d,verification,/m/05s2s,1
01f48058ba6bf22d,verification,/m/02wbm,0
01f48dbdb38a5dc2,verification,/m/05s2s,1
01f5c22d73bfed30,verification,/m/04rky,1
01f5efed4dfda77e,verification,/m/02p0tk3,1
01f5efed4dfda77e,verification,/m/04rky,0
01f5efed4dfda77e,verification,/m/09j2d,1
01f7a31f493fb012,verification,/m/05s2s,0
01f7a31f493fb012,verification,/m/02wbm,0
01f92a05010cabe0,verification,/m/01ww8y,1
01f92a05010cabe0,verification,/m/02wbm,1
01f92a05010cabe0,verification,/m/052lwg6,1
01fe16fca259a75a,verification,/m/02p0tk3,1
01ff40138b875524,verification,/m/09j2d,0
0201c52dd49833a7,verification,/m/02p0tk3,1
0203a0313365e262,verification,/m/04rky,0
0203a0313365e262,verification,/m/05s2s,1
02040812efa69b71,verification,/m/05s2s,0
0206a7b8da6070ff,verification,/m/05s2s,1
0206a7b8da6070ff,verification,/m/09j2d,0
0209d8ca4058580d,crowdsource-verification,/m/02wbm,1
0209d8ca4058580d,verification,/m/01ww8y,1
020c7b8e6d605069,verification,/m/04rky,1
020c7b8e6d605069,verification,/m/05y5lj,1
020c7b8e6d605069,verification,/m/09j2d,1
020cd988e71b87bf,verification,/m/01ww8y,1
020cd988e71b87bf,crowdsource-verification,/m/02wbm,1
020cd988e71b87bf,verification,/m/052lwg6,1
020ec13b99e2bf0c,crowdsource-verification,/m/02wbm,1
020ec13b99e2bf0c,verification,/m/052lwg6,1
020feca9b536f1fe,verification,/m/09j2d,1
020feca9b536f1fe,verification,/m/05y5lj,0
0210f9c01e31f873,verification,/m/02p0tk3,1
0210f9c01e31f873,verification,/m/09j2d,1
02121a19fc3a6e63,verification,/m/02p0tk3,1
02121a19fc3a6e63,verification,/m/05y5lj,1
0213a5d9dace975a,crowdsource-verification,/m/02wbm,1
021bc56defc47d03,verification,/m/05s2s,1
021c5e0a6f27d521,verification,/m/08dz3q,1
021db964cc5ab932,verification,/m/04rky,0
021db964cc5ab932,verification,/m/02wbm,1
021db964cc5ab932,verification,/m/05s2s,0
021ffae0d3d1d25b,verification,/m/09j2d,1
021fffa3d66f9b77,verification,/m/02p0tk3,1
021fffa3d66f9b77,verification,/m/09j2d,1
0221187d0c4883ac,crowdsource-verification,/m/02wbm,1
0221187d0c4883ac,verification,/m/052lwg6,1
0221187d0c4883ac,verification,/m/05s2s,0
0221187d0c4883ac,verification,/m/0hnyx,1
0222c555d2c21a2f,verification,/m/02p0tk3,1
0222c555d2c21a2f,verification,/m/09j2d,1
0224829b5bc9d6ed,crowdsource-verification,/m/02wbm,1
0226ce80c72feb67,verification,/m/05s2s,0
0226ce80c72feb67,verification,/m/02wbm,1
0228f8518ae38e23,verification,/m/05s2s,1
022ba69f29b7383f,verification,/m/02p0tk3,1
022ba69f29b7383f,verification,/m/09j2d,1
022c1f420446d118,verification,/m/02p0tk3,1
022c1f420446d118,verification,/m/05y5lj,1
022c1f420446d118,verification,/m/09j2d,1
022caa5e84da4026,verification,/m/05y5lj,1
022caa5e84da4026,verification,/m/09j2d,1
022d7b3c5d622dea,verification,/m/0463sg,1
022e46ffa30f672c,verification,/m/04rky,0
022e46ffa30f672c,verification,/m/02wbm,0
022e46ffa30f672c,verification,/m/05s2s,0
0231a6350d53e54f,verification,/m/02p0tk3,1
023600db0b78ac52,crowdsource-verification,/m/02wbm,1
02360c7833953c1c,verification,/m/04rky,0
0237205b96aaf161,verification,/m/05s2s,0
0237469006b0f3f4,verification,/m/02p0tk3,0
02379b4c9a985b98,verification,/m/05s2s,1
02384a40380c72ee,verification,/m/05s2s,1
023a57536e17b7b1,verification,/m/02p0tk3,1
023a57536e17b7b1,verification,/m/09j2d,0
023d2df581116a2d,verification,/m/09j2d,0
023d6c9bc2d8b253,verification,/m/09j2d,1
023dc92993699a49,verification,/m/04rky,0
023dc92993699a49,verification,/m/05s2s,1
02400d99c2eaf5cc,verification,/m/02p0tk3,0
02400d99c2eaf5cc,verification,/m/0463sg,0
02400d99c2eaf5cc,verification,/m/05s2s,0
02400d99c2eaf5cc,verification,/m/09j2d,0
02400d99c2eaf5cc,verification,/m/02wbm,0
0240e41bc74a1eaa,verification,/m/04rky,1
02431baf078a8d18,verification,/m/07pj7bq,1
0243801202320a6c,verification,/m/05s2s,0
024af37d7e65f292,verification,/m/04rky,1
024c6d3b1561b030,crowdsource-verification,/m/02wbm,1
024c6d3b1561b030,verification,/m/01_bhs,1
0251452642908e43,crowdsource-verification,/m/02wbm,1
025457442526f1df,verification,/m/09j2d,0
0254d38c5fd6b980,verification,/m/05s2s,0
0254d38c5fd6b980,verification,/m/04rky,1
0256e00527830a41,verification,/m/09j2d,1
0258242970b510c8,verification,/m/07k1x,1
025b54513b98fa97,verification,/m/05s2s,1
025e3864b9d93d5b,verification,/m/04rky,1
025e3864b9d93d5b,verification,/m/05s2s,0
025e3864b9d93d5b,verification,/m/05y5lj,1
025e418200e6bc67,verification,/m/0463sg,0
025e418200e6bc67,verification,/m/05s2s,0
02618a5873d7eed4,verification,/m/05s2s,1
02621d3d56c7e96e,verification,/m/02p0tk3,0
02621d3d56c7e96e,verification,/m/02wbm,0
02621d3d56c7e96e,verification,/m/04rky,0
0263ed0592b673d9,verification,/m/05s2s,1
02682a455ece74dd,verification,/m/05s2s,0
026a8a1f99dc1f13,verification,/m/02p0tk3,1
026a8a1f99dc1f13,verification,/m/04rky,1
026a8a1f99dc1f13,verification,/m/09j2d,1
026c65fb73ccee86,verification,/m/05s2s,1
026d6e165412d914,crowdsource-verification,/m/02wbm,1
026d6e165412d914,verification,/m/01_bhs,1
026d6e165412d914,verification,/m/01ww8y,1
026dfc628375111f,verification,/m/05s2s,1
026fa3777c04b863,verification,/m/0463sg,0
026fa3777c04b863,crowdsource-verification,/m/02wbm,1
027023f1e05fa0fc,verification,/m/01ww8y,0
027023f1e05fa0fc,verification,/m/02wbm,1
0270a93a199263a6,verification,/m/0463sg,0
0270a93a199263a6,verification,/m/09j2d,0
0270db05fb2107ad,verification,/m/02wbm,1
0270db05fb2107ad,verification,/m/05s2s,0
02717d30304f4849,verification,/m/09j2d,1
0273f487d52c16d2,verification,/m/04rky,0
0274c6ca36923bbf,verification,/m/04rky,0
02760ace01bd113f,verification,/m/02wbm,0
02760ace01bd113f,verification,/m/05s2s,0
027cffb13d932cf2,verification,/m/04rky,1
028398b1ad4b545d,crowdsource-verification,/m/02wbm,1
02879d3014b69b1f,verification,/m/09j2d,1
028b648f1cd86ce5,verification,/m/05s2s,1
028febc7cde33a56,verification,/m/0755b,1
0293d27f2c20c95e,verification,/m/02p0tk3,1
0293d27f2c20c95e,verification,/m/09j2d,1
0293d27f2c20c95e,verification,/m/018j2,0
0294da9899881641,verification,/m/02p0tk3,0
0294da9899881641,verification,/m/09j2d,0
02953e1c8fc9b8fa,verification,/m/04rky,1
029664e65dfb2149,verification,/m/05s2s,0
029847f4ae24dcfd,verification,/m/04rky,0
02a0a9485a898ba6,verification,/m/05s2s,0
02a0f2858f27a7ba,crowdsource-verification,/m/02wbm,1
02a4749df3d7a0c9,verification,/m/04rky,0
02a4749df3d7a0c9,verification,/m/03bj1,1
02a4749df3d7a0c9,verification,/m/06l9r,0
02a928e9906086a3,crowdsource-verification,/m/02wbm,1
02ab76550639302a,verification,/m/04rky,1
02aeb6528711637a,verification,/m/02wbm,0
02aeb6528711637a,verification,/m/05s2s,0
02af9804c6b68f61,verification,/m/09j2d,1
02b2ab24e7e709cf,verification,/m/09j2d,1
02b3484abc0cae5d,crowdsource-verification,/m/02wbm,1
02b57b31d82f946a,verification,/m/02p0tk3,0
02b57b31d82f946a,verification,/m/05s2s,0
02b7e70979560df7,verification,/m/04rky,1
02b7e70979560df7,verification,/m/09j2d,1
02b84822c0456be2,verification,/m/04rky,1
02b85aaf5e24630e,verification,/m/05y5lj,1
02b85aaf5e24630e,verification,/m/09j2d,1
02bc096653d1458f,verification,/m/02p0tk3,0
02bc096653d1458f,verification,/m/04rky,0
02bf32177e000315,verification,/m/02p0tk3,1
02c4928fc4620c87,verification,/m/02p0tk3,0
02c704b941566bc9,verification,/m/04rky,1
02c704b941566bc9,verification,/m/05s2s,0
02c704b941566bc9,verification,/m/09j2d,1
02c94402476ac94c,verification,/m/02p0tk3,1
02c94402476ac94c,verification,/m/04rky,0
02c94402476ac94c,verification,/m/09j2d,0
02ce70f1b6ff6b00,verification,/m/02wbm,0
02ce70f1b6ff6b00,verification,/m/05s2s,1
02ceda7dc7da5160,verification,/m/01xgg_,1
02ceda7dc7da5160,verification,/m/02p0tk3,1
02ceda7dc7da5160,verification,/m/09j2d,1
02cf5678f44a3145,verification,/m/08dz3q,0
02d1d3375f2d3dca,verification,/m/02p0tk3,1
02d1d3375f2d3dca,verification,/m/09j2d,1
02d46139315081c5,verification,/m/03hlz0c,1
02d46139315081c5,verification,/m/07k1x,0
02d7a944ef014462,verification,/m/04rky,0
02d9a3eb87efe5c0,verification,/m/05s2s,1
02daeadd717aa3a5,verification,/m/05s2s,0
02dc31437b2ec48f,verification,/m/05s2s,0
02dc31437b2ec48f,verification,/m/08dz3q,1
02deba0102b5ce2a,verification,/m/0p833,1
02dfa3e35b58bdb7,verification,/m/02p0tk3,1
02dfa3e35b58bdb7,verification,/m/04rky,1
02e49ce7212f9176,crowdsource-verification,/m/02wbm,1
02e49ce7212f9176,verification,/m/01_bhs,1
02ea2c2f4becd07f,crowdsource-verification,/m/02wbm,1
02eaecd683dbdb9f,crowdsource-verification,/m/02wbm,1
02eb8d9a3e34b370,verification,/m/02p0tk3,1
02ec05fac2e747a6,crowdsource-verification,/m/02wbm,1
02ec4bbec941280a,verification,/m/08dz3q,0
02ed27fcf5602811,verification,/m/02wbm,0
02ed27fcf5602811,verification,/m/05s2s,1
02ef01f6d6a665ac,verification,/m/04rky,1
02efcbe98dd61ff7,verification,/m/02p0tk3,1
02efcbe98dd61ff7,verification,/m/09j2d,1
02f425f1a60f96ff,crowdsource-verification,/m/02wbm,1
02f425f1a60f96ff,verification,/m/05s2s,0
02f5d2bc887486c6,verification,/m/09j2d,1
